Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,User_Score,Developer
Super Momotarou Dentetsu III,1994,Simulation,Hudson Soft,0,0,0.91,0.91,,,
Sonic Mega Collection Plus,2004,Misc,Sega,0.61,0.26,0,0.91,75,7.9,Sonic Team
Operation Flashpoint: Dragon Rising,2009,Shooter,Codemasters,0.23,0.46,0.05,0.91,76,6.5,Codemasters
Tiger Woods PGA Tour 2002,2002,Sports,Electronic Arts,0.44,0.35,0,0.9,80,7.6,EA Sports
Lost Odyssey,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.9,78,8.3,Mistwalker
Street Fighter V,2016,Fighting,Capcom,0.4,0.28,0.08,0.9,77,3.4,Capcom
Just Cause 3,2015,Action,Square Enix,0.44,0.39,0,0.9,71,7,Avalanche Studios
Mini-Yonku Shining Scorpion: Let's & Go!!,1996,Racing,ASCII Entertainment,0,0,0.9,0.9,,,
MLB 2005,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.9,78,7.6,989 Sports
Marvel: Ultimate Alliance 2,2009,Role-Playing,Activision,0.68,0.15,0,0.9,73,7.3,Vicarious Visions
Burnout Revenge,2005,Racing,Electronic Arts,0.75,0.03,0,0.9,90,8.8,Criterion Games
Crysis 3,2013,Shooter,Electronic Arts,0.51,0.31,0.01,0.9,76,6.7,Crytek
Far Cry 4,2014,Shooter,Ubisoft,0.45,0.37,0,0.9,,7,Ubisoft Montreal
The Witcher 2: Assassins of Kings,2012,Action,Namco Bandai Games,0.48,0.32,0.02,0.9,88,8.3,CD Projekt Red Studio
Homefront,2011,Shooter,THQ,0.32,0.39,0.04,0.9,70,5.7,Kaos Studios
Destruction Derby,1995,Racing,Psygnosis,0.5,0.34,0,0.9,,,
LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.9,70,7,TT Games
Avatar: The Game,2009,Action,Ubisoft,0.32,0.42,0,0.9,,,
The Elder Scrolls Online,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0,0.9,71,5.7,ZeniMax Media
3Xtreme,1999,Action,989 Studios,0.5,0.34,0,0.9,,,
Hot Shots Tennis,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.9,70,8.1,Clap Hanz
MX vs. ATV Reflex,2009,Racing,THQ,0.52,0.25,0,0.9,74,7.4,Rainbow Studios
Madden NFL 25,2013,Sports,Electronic Arts,0.63,0.13,0,0.9,74,5.2,EA Sports
Sonic Heroes,2003,Platform,Sega,0.41,0.43,0.01,0.9,73,7.6,Sonic Team
Madden NFL 99,1998,Sports,Electronic Arts,0.84,0.05,0,0.9,,,
Spider-Man 3,2007,Platform,Activision,0.74,0.03,0.01,0.9,50,6.5,Vicarious Visions
James Bond 007: Agent Under Fire,2002,Shooter,Electronic Arts,0.65,0.22,0,0.9,71,7.5,Electronic Arts
LEGO Pirates of the Caribbean: The Video Game,2011,Action,Disney Interactive Studios,0.34,0.46,0,0.9,69,,Traveller's Tales
LEGO Marvel Super Heroes,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.9,61,5.2,TT Games
DJ Hero,2009,Misc,Activision,0.42,0.34,0,0.9,86,7.8,FreeStyleGames
Skylanders: Trap Team,2014,Action,Activision,0.54,0.27,0,0.9,,,Toys for Bob
X-Men Legends,2004,Role-Playing,Activision,0.62,0.24,0,0.9,82,8.5,Raven Software
NBA Live 2005,2004,Sports,Electronic Arts,0.81,0.05,0,0.9,85,7.6,EA Canada
Harry Potter: Quidditch World Cup,2003,Sports,Electronic Arts,0.44,0.34,0,0.9,68,6.6,Magic Pockets
LEGO The Lord of the Rings,2012,Action,Warner Bros. Interactive Entertainment,0.48,0.34,0,0.9,,7.2,TT Games
Madagascar,2005,Platform,Activision,0.62,0.24,0,0.89,71,,Vicarious Visions
Blitz: The League,2005,Sports,Unknown,0.74,0.03,0,0.89,76,8,Midway
The Biggest Loser: Ultimate Workout,2010,Sports,THQ,0.73,0.1,0,0.89,68,,Blitz Games Studios
Castlevania: Circle of the Moon,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.89,91,8.5,KCEK
SOCOM 4: U.S. Navy SEALs,2011,Shooter,Sony Computer Entertainment,0.66,0.11,0.04,0.89,67,6.3,Zipper Interactive
Tiger Woods PGA Tour 06,2005,Sports,Electronic Arts,0.74,0.03,0,0.89,83,6.2,EA Sports
FIFA Street,2012,Sports,Electronic Arts,0.17,0.62,0,0.89,77,6.7,EA Sports
Classic NES Series: The Legend of Zelda,2004,Adventure,Nintendo,0.46,0.17,0.24,0.89,84,8.6,Nintendo
Fire Emblem: The Sacred Stones,2004,Strategy,Nintendo,0.42,0.16,0.3,0.89,85,9.1,Intelligent Systems
Cars 2,2011,Racing,Disney Interactive Studios,0.43,0.37,0,0.89,,,
TouchMaster 2,2008,Puzzle,Midway Games,0.3,0.49,0,0.89,76,,Midway Studios - San Diego
Pokemon Card GB2: Here Comes Team GR!,2001,Strategy,Nintendo,0,0,0.89,0.89,,,
MLB 16: The Show,2016,Action,Sony Computer Entertainment,0.72,0,0,0.89,,,
Killzone: Liberation,2006,Shooter,Sony Computer Entertainment,0.44,0.27,0,0.89,77,8.3,Guerrilla
Finding Nemo,2003,Action,THQ,0.69,0.18,0,0.89,62,5.5,Traveller's Tales
Lego Batman 3: Beyond Gotham,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.33,0,0.89,,6.8,TT Games
Ace Combat 2,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.89,83,8.2,Namco
NFL 2K2,2001,Sports,Sega,0.44,0.34,0,0.89,85,7.5,Visual Concepts
Pure,2008,Racing,Disney Interactive Studios,0.42,0.33,0,0.89,83,7.8,Black Rock Studio
We Ski & Snowboard,2008,Sports,Atari,0.38,0.29,0.15,0.89,,,
Resistance: Retribution,2009,Shooter,Sony Computer Entertainment,0.27,0.35,0.05,0.89,81,8.1,Sony Bend
Call of Duty: World at War,2008,Shooter,Activision,0.56,0.25,0,0.89,75,7.8,n-Space
Tiger Woods PGA Tour 12: The Masters,2011,Sports,Electronic Arts,0.52,0.25,0,0.89,80,7.3,Electronic Arts
CSI: Hard Evidence,2008,Adventure,Ubisoft,0.36,0.43,0,0.89,,,
MLB 2001,2000,Sports,Sony Computer Entertainment,0.49,0.34,0,0.89,,,
The Jak and Daxter Collection,2012,Platform,Sony Computer Entertainment,0.6,0.18,0,0.89,,,
FIFA Soccer 09 All-Play,2008,Sports,Electronic Arts,0.28,0.51,0,0.89,80,8.4,EA Canada
SingStar Anthems,2006,Misc,Sony Computer Entertainment,0,0.68,0,0.89,,,
LEGO Indiana Jones 2: The Adventure Continues,2009,Action,Activision,0.47,0.29,0,0.89,70,7.1,Traveller's Tales
Seiken Densetsu 3,1995,Role-Playing,SquareSoft,0,0,0.89,0.89,,,
Fossil Fighters,2008,Role-Playing,Nintendo,0.83,0,0,0.89,70,7.9,RED Entertainment
Buzz! Quiz TV,2008,Misc,Sony Computer Entertainment,0.28,0.47,0,0.89,,,
NCAA Football 13,2012,Action,Electronic Arts,0.82,0,0,0.89,79,4.1,EA Tiburon
Samba De Amigo,2008,Misc,Sega,0.41,0.37,0.01,0.88,68,8.1,Gearbox Software
Mega Man 8 Anniversary Collector's Edition,1996,Platform,Capcom,0.44,0.3,0.09,0.88,,,
The Simpsons Game,2007,Action,Electronic Arts,0.38,0.36,0,0.88,71,7.5,EA Redwood Shores
Call of Duty: Modern Warfare 2,2009,Shooter,Activision,0.01,0.79,0,0.88,86,4.2,Infinity Ward
The Tomb Raider Trilogy,2011,Action,Square Enix,0.27,0.46,0,0.88,78,8.1,Crystal Dynamics
F1 2010,2010,Racing,Codemasters,0.18,0.59,0.01,0.88,84,7.5,Codemasters Birmingham
Call of Juarez: Bound in Blood,2009,Shooter,Ubisoft,0.35,0.37,0.01,0.88,78,7.8,Techland
Minecraft: Story Mode,2015,Adventure,Mojang,0.48,0.33,0,0.88,,,
Rhythm Heaven,N/A,Misc,Unknown,0.11,0,0.77,0.88,,,
NBA 2K6,2005,Action,Take-Two Interactive,0.43,0.34,0,0.88,84,8.3,Visual Concepts
Dissidia 012: Duodecim Final Fantasy,2011,Fighting,Square Enix,0.21,0.12,0.46,0.88,78,8.3,Square Enix
Buzz! The Mega Quiz,2007,Misc,Sony Computer Entertainment,0.32,0.06,0,0.88,,,
Star Wars: Rebel Assault II - The Hidden Empire,1996,Shooter,CTO SpA,0.49,0.33,0,0.88,,,
Monster 4X4: World Circuit,2006,Racing,Ubisoft,0.8,0,0.01,0.88,51,7.8,Ubisoft
Far Cry: Primal,2016,Action,Ubisoft,0.47,0.33,0,0.88,77,6.4,Ubisoft Montreal
Resident Evil: Revelations,2012,Action,Capcom,0.3,0.22,0.3,0.88,82,8.5,Capcom
Sonic Chronicles: The Dark Brotherhood,2008,Role-Playing,Sega,0.5,0.29,0.01,0.88,74,7.3,BioWare
Star Wars: The Force Unleashed,2008,Action,LucasArts,0.5,0.28,0,0.88,61,5.5,n-Space
Grand Theft Auto IV,2008,Action,Take-Two Interactive,0.01,0.79,0,0.88,90,6.6,Rockstar Toronto
Rock Band 3,2010,Misc,MTV Games,0.73,0.09,0,0.88,93,8.2,Harmonix Music Systems
WWE SmackDown vs. Raw 2011,2010,Fighting,THQ,0.44,0.35,0,0.88,75,7.6,Yuke's
ESPN NHL 2K5,2004,Sports,Global Star,0.43,0.33,0,0.88,86,8.1,Kush Games
Borderlands: The Handsome Collection,2015,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.88,82,7.8,Gearbox Software
Crimson Skies: High Road to Revenge,2003,Simulation,Microsoft Game Studios,0.65,0.19,0,0.87,88,8.8,FASA Studio
Madden NFL 08,2007,Sports,Electronic Arts,0.8,0,0,0.87,76,6.8,EA Tiburon
Spec Ops: Ranger Elite,2001,Shooter,TalonSoft,0.49,0.33,0,0.87,48,6.6,Runecraft
Gex,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.87,,,
F1 2009,2009,Racing,Codemasters,0.15,0.62,0,0.87,69,7.2,Sumo Digital
Derby Stallion II,1994,Sports,ASCII Entertainment,0,0,0.87,0.87,,,
Tom Clancy's Ghost Recon: Island Thunder,2003,Shooter,Ubisoft,0.61,0.24,0,0.87,81,8.8,Red Storm Entertainment
Sleeping Dogs,2012,Action,Square Enix ,0.38,0.4,0.01,0.87,80,7.9,United Front Games
Kingdoms of Amalur: Reckoning,2012,Role-Playing,Electronic Arts,0.55,0.24,0.01,0.87,80,7.7,Big Huge Games
Metal Gear Ac!d,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.87,,,
Need for Speed: V-Rally,1997,Racing,Infogrames,0.43,0.29,0.09,0.87,,,
Monster Strike 3DS,2015,Action,"mixi, Inc",0,0,0.87,0.87,,,
Kingdom Hearts Re: Chain of Memories,2008,Role-Playing,Square Enix,0.73,0.03,0,0.87,68,7.2,Jupiter Corporation
Phantasy Star Portable 2,2009,Role-Playing,Sega,0.08,0.11,0.62,0.87,69,8.1,Alfa System
Peppa Pig: The Game,2008,Misc,Pinnacle,0,0.81,0,0.87,,,
Michael Jackson: The Experience,2011,Misc,Ubisoft,0.62,0.18,0,0.87,63,6.8,Ubisoft Montreal
NFL GameDay '97,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.87,,,
LittleBigPlanet Karting,2012,Action,Sony Computer Entertainment,0.42,0.3,0.01,0.87,73,6.9,"Media Molecule, United Front Games"
Tony Hawk's Project 8,2006,Sports,Activision,0.72,0.03,0,0.87,69,7.3,Shaba Games
NHL 2000,1998,Sports,Electronic Arts,0.48,0.33,0,0.87,,,
GRID,2008,Racing,Codemasters,0.33,0.44,0.01,0.87,87,7.9,Codemasters
DiRT,2007,Racing,Codemasters,0.38,0.4,0,0.87,83,7.4,Codemasters
Buzz! Master Quiz,2008,Misc,Sony Computer Entertainment,0.2,0.44,0,0.87,,,
Red Faction: Guerrilla,2009,Shooter,THQ,0.48,0.29,0.01,0.87,85,8.1,Volition Inc.
Fight Night Round 2,2005,Fighting,Electronic Arts,0.72,0.03,0,0.87,88,9,EA Sports
Conflict: Desert Storm,2002,Shooter,SCi,0.48,0.37,0,0.87,65,8.1,SCi
LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,0.47,0.32,0,0.87,,7.1,TT Games
Triple Play 2002,2002,Sports,Electronic Arts,0.43,0.33,0,0.87,65,,Pandemic Studios
Cooking Mama: World Kitchen,2008,Simulation,505 Games,0.51,0.27,0.01,0.87,62,4.9,Cooking Mama Limited
Brothers in Arms: Hell's Highway,2008,Shooter,Ubisoft,0.47,0.3,0,0.87,76,8.3,Gearbox Software
Vagrant Story,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.87,92,8.3,SquareSoft
Warriors Orochi,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.87,55,8.2,Omega Force
Enduro,1982,Misc,Quelle,0.81,0.05,0,0.87,,,
Crysis 3,2013,Shooter,Electronic Arts,0.26,0.42,0.03,0.87,77,6.3,Crytek
Mercenaries 2: World in Flames,2008,Shooter,Electronic Arts,0.29,0.39,0.02,0.87,72,7.1,Pandemic Studios
SingStar '90s,2007,Misc,Sony Computer Entertainment,0.1,0.59,0,0.87,73,,SCEE
Wizards of Waverly Place,2009,Misc,Disney Interactive Studios,0.59,0.2,0,0.86,58,,Disney Interactive Studios
Ghostbusters: The Video Game,2009,Action,Atari,0.59,0.2,0,0.86,76,8.5,Red Fly Studio
Dragon Quest VIII: Journey of the Cursed King,2015,Role-Playing,Square Enix,0,0,0.86,0.86,,,Cygames
Beijing 2008,2008,Sports,Sega,0.14,0.54,0.01,0.86,,,
Guitar Hero Live,2015,Misc,Activision,0.34,0.38,0,0.86,80,6.2,FreeStyleGames
Endless Ocean: Blue World,2009,Simulation,Nintendo,0.46,0.21,0.12,0.86,76,8.5,Arika
Winning Eleven: Pro Evolution Soccer 2007,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.86,81,8.3,KCET
Rocky,2002,Fighting,Rage Software,0.42,0.33,0,0.86,74,8.4,Rage Software
Ford Racing,2001,Racing,Empire Interactive,0.48,0.33,0,0.86,53,5.8,Toolbox Design
Madden Football 64,1997,Sports,Electronic Arts,0.81,0.04,0,0.86,,,
Guitar Hero: Warriors of Rock,2010,Misc,Activision,0.47,0.31,0,0.86,72,6.5,Neversoft Entertainment
MLB 99,1998,Sports,Sony Computer Entertainment,0.48,0.32,0,0.86,,,
Lemmings,2006,Puzzle,Sony Computer Entertainment,0.12,0.51,0,0.86,76,7.9,Team 17
Dynasty Warriors 4: Xtreme Legends,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.86,72,9.1,Omega Force
Pictionary,2010,Puzzle,THQ,0.6,0.19,0,0.85,71,,Page 44 Studios
Army Men: Air Attack,1999,Action,3DO,0.47,0.32,0,0.85,,,
FIFA Soccer 08,2007,Sports,Electronic Arts,0.1,0.65,0,0.85,,,
2010 FIFA World Cup South Africa,2010,Sports,Electronic Arts,0.32,0.42,0.02,0.85,83,8.1,Electronic Arts
Tomb Raider: Anniversary,2007,Action,Eidos Interactive,0.12,0.62,0,0.85,73,7.3,Crystal Dynamics
NBA 2K8,2007,Sports,Take-Two Interactive,0.79,0,0,0.85,81,7,Visual Concepts
Street Fighter Alpha 2,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0.85,,,
Tiger Woods PGA Tour 2005,2004,Sports,Electronic Arts,0.64,0.18,0,0.85,88,8.9,EA Sports
Castlevania III: Dracula's Curse,1989,Platform,Konami Digital Entertainment,0.4,0.07,0.37,0.85,,,
LEGO Jurassic World,2015,Action,Warner Bros. Interactive Entertainment,0.35,0.36,0,0.85,,7.4,TT Games
Kingdoms of Amalur: Reckoning,2012,Role-Playing,Electronic Arts,0.37,0.29,0.09,0.85,81,7.6,Big Huge Games
Rampage World Tour,1997,Action,GT Interactive,0.47,0.32,0,0.85,,,
Dragon Ball Z: Burst Limit,2008,Fighting,Atari,0.22,0.33,0.18,0.85,71,7.2,"Dimps Corporation, Namco Bandai Games"
Gold's Gym: Dance Workout,2010,Sports,Ubisoft,0.69,0.1,0,0.85,,,Land Ho!
Tekken Tag Tournament 2,2012,Fighting,Namco Bandai Games,0.28,0.31,0.13,0.85,82,8.2,Namco Bandai Games
Ninja Gaiden Sigma 2,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.85,83,7.7,Team Ninja
Ratatouille,2007,Action,THQ,0.31,0,0,0.85,65,8,Asobo Studio
NFL GameDay,1995,Sports,Sony Computer Entertainment,0.47,0.32,0,0.85,,,
Burnout 2: Point of Impact,2002,Racing,Acclaim Entertainment,0.42,0.32,0,0.85,86,8.2,Criterion Games
Wii Fit U,2013,Sports,Nintendo,0.35,0.23,0.21,0.85,72,7.7,Nintendo
Street Fighter EX3,2000,Fighting,Virgin Interactive,0.32,0.25,0.2,0.85,64,7.9,Arika
The Legendary Starfy,2008,Platform,Nintendo,0.6,0,0.2,0.85,75,8.4,TOSE
NCAA Football 11,2010,Sports,Electronic Arts,0.79,0,0,0.85,85,7.4,EA Tiburon
The House of the Dead: Overkill,2009,Shooter,Sega,0.44,0.3,0.02,0.85,78,8.7,Headstrong Games
Army of Two: The 40th Day,2010,Shooter,Electronic Arts,0.44,0.27,0.01,0.85,74,7,EA Montreal
Darksiders II,2012,Action,THQ,0.35,0.35,0.01,0.84,84,7.1,Vigil Games
Spider-Man 2,2004,Action,Activision,0.65,0.17,0,0.84,80,8.8,Treyarch
The Lord of the Rings: War in the North,N/A,Action,Warner Bros. Interactive Entertainment,0.52,0.24,0,0.84,61,7.4,Snowblind Studios
 Tales of Xillia 2,2012,Role-Playing,Namco Bandai Games,0.2,0.12,0.45,0.84,71,7.9,Bandai Namco Games
Ghostbusters: The Video Game,2009,Action,Sony Computer Entertainment,0.34,0.36,0,0.84,78,7.9,Terminal Reality
The Incredibles,2004,Action,THQ,0.65,0.17,0,0.84,63,7.1,Heavy Iron Studios
Xenoblade Chronicles X,2015,Role-Playing,Nintendo,0.36,0.28,0.14,0.84,84,8.9,Monolith Soft
NBA 2K10,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.84,83,7.8,Visual Concepts
Petz Dogz Fashion,2008,Simulation,Ubisoft,0.46,0.3,0,0.84,,,Ubisoft
ATV Quad Power Racing 2,2003,Racing,Acclaim Entertainment,0.41,0.32,0,0.84,68,,Acclaim
Final Fantasy,1987,Role-Playing,SquareSoft,0.32,0,0.52,0.84,,,
Skate 2,2009,Sports,Electronic Arts,0.46,0.25,0.01,0.84,84,7.8,EA Black Box
Rocket Power: Team Rocket Rescue,2001,Sports,THQ,0.47,0.32,0,0.84,,,
Big Mutha Truckers,2002,Racing,Empire Interactive,0.41,0.32,0,0.84,62,5.3,Eutechnyx
The Evil Within,2014,Action,Bethesda Softworks,0.26,0.34,0.13,0.84,,7.6,Tango Gameworks
Rogue Galaxy,2005,Role-Playing,Sony Computer Entertainment,0.24,0.16,0.39,0.84,83,8.4,Level 5
ESPN College Hoops 2K5,2004,Sports,Sega,0.41,0.32,0,0.84,86,8.1,Visual Concepts
NCAA Football 14,2013,Sports,Electronic Arts,0.75,0,0,0.84,77,6.2,EA Tiburon
Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,0.28,0.46,0,0.84,51,4.9,Visual Impact
Sniper Elite V2,2012,Shooter,505 Games,0.46,0.28,0.02,0.84,67,6.8,Rebellion
Metroid: Zero Mission,2004,Adventure,Nintendo,0.6,0.22,0,0.84,89,9,Nintendo
Ben 10: Protector of Earth,2007,Action,D3Publisher,0.09,0,0,0.84,,7.6,High Voltage Software
Burnout Legends,2005,Racing,Electronic Arts,0.7,0.05,0,0.84,86,8.4,Criterion Games
Q*bert,1999,Puzzle,Atari,0.46,0.32,0,0.84,,,
Blazing Angels: Squadrons of WWII,2007,Simulation,Ubisoft,0.74,0.04,0,0.83,57,6.7,Ubisoft
Madden NFL 09 All-Play,2008,Sports,Electronic Arts,0.76,0.01,0,0.83,82,7.2,EA Tiburon
Ace Combat 3: Electrosphere,1999,Simulation,Sony Computer Entertainment,0.22,0.15,0.4,0.83,,,
Dynasty Warriors 2,2000,Action,THQ,0.24,0.19,0.34,0.83,75,8.8,Omega Force
Madden NFL 07,N/A,Sports,Unknown,0.77,0.03,0,0.83,78,6.6,EA Tiburon
Time Crisis 4,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.83,60,7.4,Nex Entertainment
Duke Nukem Forever,2011,Shooter,Take-Two Interactive,0.52,0.25,0,0.83,49,4.4,"Gearbox Software, 3D Realms"
Lizzie McGuire 2: Lizzie Diaries,2004,Action,Disney Interactive Studios,0.6,0.22,0,0.83,57,5,Artificial Mind and Movement
FIFA Soccer World Championship,2000,Sports,Electronic Arts,0.27,0.21,0.28,0.83,,,
NCAA Football 12,2011,Sports,Electronic Arts,0.78,0,0,0.83,82,5.8,EA Sports
Brute Force,2003,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.83,77,7.8,Digital Anvil
Tiger Woods PGA Tour 11,2010,Sports,Electronic Arts,0.37,0.33,0,0.83,78,6.7,EA Sports
Yu-Gi-Oh! Dark Duel Stories,2000,Misc,Konami Digital Entertainment,0,0,0.83,0.83,,,
WWE SmackDown vs. Raw 2009,2008,Fighting,THQ,0.44,0.31,0,0.83,79,8.5,Yuke's
The Game of Life,1998,Misc,Unknown,0.46,0.31,0,0.83,,,
Mega Man Legends,1997,Adventure,Capcom,0.39,0.26,0.12,0.83,,,
Sly 3: Honor Among Thieves,2005,Platform,Sony Computer Entertainment,0.69,0.03,0,0.83,83,8.8,Sucker Punch
MLB SlugFest 20-03,N/A,Sports,Unknown,0.41,0.32,0,0.83,77,8.2,Midway
Need for Speed: Nitro,2009,Racing,Electronic Arts,0.45,0.3,0,0.83,69,7.4,EA Montreal
Street Fighter X Tekken,2012,Fighting,Capcom,0.42,0.21,0.1,0.83,84,5.3,Capcom
MediEvil,1998,Platform,Sony Computer Entertainment,0.46,0.31,0,0.83,,,
Casper,1996,Adventure,Interplay,0.46,0.31,0,0.83,,,
Sid Meier's Civilization Revolution,2008,Strategy,Take-Two Interactive,0.58,0.17,0,0.83,84,7.8,Firaxis Games
Tales of the Abyss,2011,Role-Playing,Namco Bandai Games,0.43,0.19,0.14,0.83,75,7.6,Bandai Namco Games
Dragon Age II,2011,Action,Electronic Arts,0.4,0.26,0.05,0.83,82,4.3,BioWare
Call of Duty: Modern Warfare 3,2011,Shooter,Activision,0.55,0.2,0,0.82,70,1.8,"Treyarch, Sledgehammer Games"
God of War Saga,2012,Action,Sony Computer Entertainment,0.73,0,0,0.82,,8.3,"Ready at Dawn, SCE Santa Monica"
Scooby-Doo! First Frights,2009,Action,Warner Bros. Interactive Entertainment,0.6,0.16,0,0.82,,,
James Bond 007: Nightfire,2002,Shooter,Electronic Arts,0.58,0.22,0,0.82,78,7.8,Eurocom Entertainment Software
Tony Hawk's Pro Skater 3,2001,Sports,Activision,0.64,0.17,0,0.82,91,9,Neversoft Entertainment
Marvel: Ultimate Alliance,2006,Role-Playing,Activision,0.69,0.03,0,0.82,81,8.2,Raven Software
DJ Hero 2,2010,Misc,Activision,0.64,0.12,0,0.82,86,7.9,FreeStyleGames
Harvest Moon: Tree of Tranquility,2007,Simulation,Rising Star Games,0.67,0.03,0.06,0.82,65,8.2,Marvelous Entertainment
Tony Hawk's Underground 2 Remix,2005,Sports,Activision,0.46,0.21,0,0.82,83,8,Shaba Games
Need for Speed: Hot Pursuit 2,2002,Racing,Electronic Arts,0.68,0.11,0,0.82,75,6.4,EA Seattle
Killer Instinct Gold,1996,Fighting,Nintendo,0.61,0.19,0,0.82,,,
Clu Clu Land,1984,Puzzle,Nintendo,0.42,0.1,0.28,0.82,,,
Karaoke Revolution Glee,2010,Misc,Konami Digital Entertainment,0.51,0.24,0,0.82,,,Konami
I Spy: Fun House,2007,Puzzle,Scholastic Inc.,0.76,0,0,0.82,53,,Big Blue Bubble Inc.
Amped: Freestyle Snowboarding,2001,Sports,Microsoft Game Studios,0.69,0.11,0,0.82,78,9,Indie Built
The Price is Right,2008,Misc,Ubisoft,0.76,0,0,0.82,,4.3,Ludia Inc.
Custer's Revenge,1981,Action,Mystique,0.76,0.05,0,0.82,,,
Stranglehold,2007,Shooter,Midway Games,0.4,0.33,0.01,0.82,77,7.6,Midway
Rocket Power: Beach Bandits,2002,Platform,THQ,0.4,0.31,0,0.82,,6.6,Evolution Games
Shin Megami Tensei: Persona 4,2008,Role-Playing,Atlus,0.34,0.04,0.36,0.82,90,8.9,Atlus Co.
Devil May Cry HD Collection,2012,Action,Capcom,0.42,0.19,0.11,0.82,74,8.8,"Capcom, Pipeworks Software, Inc."
Thief (2014),2014,Action,Square Enix,0.28,0.38,0.03,0.82,,,
The Lord of the Rings: War in the North,N/A,Action,Warner Bros. Interactive Entertainment,0.25,0.42,0.01,0.82,63,7,Snowblind Studios
Dragon Warrior III,2000,Role-Playing,Enix Corporation,0,0,0.81,0.81,,,
Ready 2 Rumble Boxing: Round 2,2000,Fighting,Midway Games,0.4,0.31,0,0.81,75,,Midway
Dance Central 3,2012,Misc,Microsoft Game Studios,0.57,0.18,0,0.81,86,8,Harmonix Music Systems
Kamaitachi no Yoru,1994,Adventure,ChunSoft,0,0,0.81,0.81,,,
Imagine: Rock Star,2008,Simulation,Ubisoft,0.4,0.33,0,0.81,,,Gevo Entertainment
Tales of Destiny II,2000,Role-Playing,Namco Bandai Games,0.06,0.04,0.66,0.81,78,8.7,Namco
Super Bomberman 2,1994,Puzzle,Hudson Soft,0,0,0.81,0.81,,,
NASCAR 2001,2000,Racing,Electronic Arts,0.45,0.31,0,0.81,73,6.1,Black Box
Twisted Metal (2012),2012,Action,Sony Computer Entertainment,0.67,0.07,0,0.81,,,
The Legend of Zelda: Four Swords Adventures,2004,Action,Nintendo,0.63,0.16,0,0.81,86,7.2,Nintendo
Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,1999,Sports,Konami Digital Entertainment,0,0,0.76,0.81,,,
MediEvil: Resurrection,2005,Adventure,Sony Computer Entertainment,0.19,0.41,0,0.81,66,8.7,SCEE
Valkyrie Profile,1999,Role-Playing,Enix Corporation,0.07,0.05,0.63,0.81,81,8.8,Tri-Ace
Shaun White Snowboarding,N/A,Sports,Ubisoft,0.48,0.25,0,0.81,60,7.6,Ubisoft Montreal
Patapon,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.81,86,8.7,SCE Japan Studio
Final Fantasy Type-0,2011,Role-Playing,Unknown,0,0,0.81,0.81,,,Square Enix
Mega Man,1987,Platform,Capcom,0.45,0.08,0.27,0.81,,,
Army Men: Sarge's Heroes,1999,Action,3DO,0.68,0.12,0,0.81,,,
Pro Evolution Soccer 2010,2009,Sports,Konami Digital Entertainment,0.12,0.58,0.03,0.81,78,7.6,Konami
Tom Clancy's Rainbow Six 3,2004,Shooter,Ubisoft,0.4,0.31,0,0.81,70,8.2,Ubisoft Shanghai
Madden NFL 25,2013,Sports,Electronic Arts,0.67,0.05,0,0.81,73,5.9,EA Sports
NCAA Football 10,2009,Sports,Electronic Arts,0.75,0,0,0.81,80,6.9,EA Tiburon
EarthBound,1994,Role-Playing,Nintendo,0,0,0.81,0.81,,,
The Next Tetris,1998,Puzzle,Atari,0.45,0.31,0,0.81,,,
Guitar Hero: Warriors of Rock,2010,Misc,Activision,0.33,0.34,0,0.81,74,7.1,Neversoft Entertainment
Battle of Giants: Dinosaurs,2008,Strategy,Ubisoft,0.37,0.35,0,0.81,,7.2,Ubisoft Quebec
