Name,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,User_Score,Developer
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,2010,Adventure,Idea Factory,0,0,0.03,0.03,,,
Spectral Souls: Resurrection of the Ethereal Empires,2005,Role-Playing,Idea Factory,0.03,0,0,0.03,47,8.2,"Neverland, Idea Factory"
Syberia II,2004,Adventure,Ubisoft,0.02,0.01,0,0.03,71,8.7,Microids
Motor Trend presents Lotus Challenge,2003,Racing,Xicat Interactive,0.02,0.01,0,0.03,61,,Kuju Entertainment
Braid,2009,Platform,Number None,0,0.02,0,0.03,90,8.6,"Number None Inc., Knockout Games"
Gudetama: Hanjuku de Tanomuwa,2015,Action,Rocket Company,0,0,0.03,0.03,,,
LEGO Legends of Chima: Laval's Journey,2013,Adventure,Unknown,0,0.03,0,0.03,,,TT Games
Bleach DS 4th: Flame Bringer,2009,Action,Sega,0,0,0.03,0.03,,,
Syberia,2002,Action,Microids,0,0.02,0,0.03,82,8.5,Microids
Pacific Liberator,2009,Action,Zoo Games,0.03,0,0,0.03,,,Team6 Game Studios
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,2009,Adventure,Level 5,0,0,0.03,0.03,,,
The King of Fighters Portable '94~'98: Chapter of Orochi,2010,Fighting,SNK Playmore,0,0,0.03,0.03,,,
Puzzle Challenge: Crosswords and More!,2009,Puzzle,Crave Entertainment,0.03,0,0,0.03,,,
Turn It Around,2006,Action,505 Games,0.03,0,0,0.03,39,4.5,"Taito Corporation, 505 Games"
Nisenochigiri: Omoide no Saki e,2011,Adventure,Idea Factory,0,0,0.03,0.03,,,
Jack Keane,2008,Adventure,Kalypso Media,0,0.02,0,0.03,69,7,Legacy Interactive
Girls Only,2010,Simulation,Foreign Media Games,0.03,0,0,0.03,,,
Monsters vs. Aliens,2009,Action,Activision,0.01,0.01,0,0.03,63,6.2,Beenox
In Cold Blood,2000,Adventure,Sony Computer Entertainment,0.02,0.01,0,0.03,,,
Fireblade,2002,Action,Midway Games,0.02,0.01,0,0.03,,,Kuju Entertainment
Kamigami no Asobi,2013,Adventure,Broccoli,0,0,0.03,0.03,,,
Harukanaru Toki no Naka de 6,2015,Action,Tecmo Koei,0,0,0.03,0.03,,,
Kong: King of Atlantis,2005,Action,THQ,0.02,0.01,0,0.03,,,SkyRiver Studios
Kidou Senshi V Gundam,1994,Action,Namco Bandai Games,0,0,0.03,0.03,,,
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,2005,Action,Konami Digital Entertainment,0,0,0.03,0.03,,,
Wrestle Angels: Survivor 2,2008,Fighting,Tryfirst,0,0,0.03,0.03,,,
Onechanbara Z Kagura,2012,Action,D3Publisher,0,0,0.03,0.03,,,
Ride,2015,Racing,Milestone S.r.l.,0,0.03,0,0.03,68,4.8,Milestone S.r.l
The King of Fighters 02/03,2005,Fighting,SNK Playmore,0.02,0.01,0,0.03,76,,SNK
ESPN Winter X Games: Snowboarding 2002,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0.03,71,,Konami
Mega Minis Volume 2,2011,Misc,Sony Computer Entertainment,0,0.02,0,0.03,,,
Safari Adventures: Africa,2008,Adventure,Neko Entertainment,0.03,0,0,0.03,,,Conspiracy Entertainment
Tsuku Monogatari,2011,Adventure,FuRyu,0,0,0.03,0.03,,,
Vitamin Z,2009,Adventure,D3Publisher,0,0,0.03,0.03,,,
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,2011,Adventure,Alchemist,0,0,0.03,0.03,,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,2010,Adventure,Yeti,0,0,0.03,0.03,,,
Battle vs. Chess,N/A,Misc,TopWare Interactive,0,0.02,0,0.03,69,5.9,Targem Games
Harukanaru Toki no Naka de 5: Kazahanaki,2012,Role-Playing,Ackkstudios,0,0,0.03,0.03,,,
The Island of Dr. Frankenstein,2009,Adventure,Storm City Games,0.03,0,0,0.03,26,,Storm City Games
Tom and Jerry in War of the Whiskers,N/A,Fighting,Unknown,0.02,0.01,0,0.03,,,
Nobunaga no Yabou DS 2,2008,Strategy,Tecmo Koei,0,0,0.03,0.03,,,
The IdolM@ster: Gravure For You! Vol. 6,2012,Action,Namco Bandai Games,0,0,0.03,0.03,,,
Metal Saga: Hagane no Kisetsu,2006,Role-Playing,Success,0,0,0.03,0.03,,,
Animaniacs: The Great Edgar Hunt,2005,Platform,Ignition Entertainment,0.02,0.01,0,0.03,65,,Warthog
SingStar Fussballhits,2010,Misc,Sony Computer Entertainment,0,0.02,0,0.03,,,
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,2016,Adventure,5pb,0,0,0.03,0.03,,,
Dream Club Zero Portable,2011,Simulation,D3Publisher,0,0,0.03,0.03,,,
LEGO Harry Potter: Years 1-4,2010,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0,0.03,79,7.9,Traveller's Tales
Samurai Warriors 2,2013,Action,Tecmo Koei,0,0,0.03,0.03,,,
Bus Simulator 16,2016,Simulation,Astragon,0,0.03,0,0.03,46,6.1,Still Alive Studios
Mystery Trackers: The Void,2011,Puzzle,Focus Home Interactive,0,0.02,0,0.03,,,Big Fish Games
Diabolik Lovers: Lunatic Parade,2016,Adventure,Idea Factory,0,0,0.03,0.03,,,
Battle Arena Toshinden URA,1995,Fighting,Sega,0,0,0.03,0.03,,,
The Croods: Prehistoric Party!,2013,Misc,D3Publisher,0.01,0.01,0,0.03,,,
Betty Boop's Double Shift,2007,Puzzle,Zoo Digital Publishing,0.03,0,0,0.03,,,DSI Games
Battle vs. Chess,2011,Misc,TopWare Interactive,0,0.02,0,0.03,,,"Targem Games, TopWare Interactive"
Biohazard: Revival Selection,2011,Action,Capcom,0,0,0.03,0.03,,,
Cabela's Big Game Hunter: Pro Hunts,2014,Shooter,Activision,0.02,0,0,0.03,,7.3,Cauldron Ltd.
Labyrinth Cross Blood: Infinity,2013,Role-Playing,CyberFront,0,0,0.03,0.03,,,
Super Duper Sumos,N/A,Action,Unknown,0.02,0.01,0,0.03,57,,Handheld Games
UK Truck Simulator,2010,Simulation,N/A,0,0.03,0,0.03,,,
CID The Dummy,2009,Platform,Oxygen Interactive,0.02,0,0,0.03,41,,Twelve Games
MechAssault: Phantom War,2006,Simulation,Majesco Entertainment,0.03,0,0,0.03,66,4.5,Backbone Entertainment
Loading Human,2016,Adventure,FuRyu Corporation,0.01,0.01,0,0.03,,,
The Settlers II 10th Anniversary,2006,Action,Ubisoft,0,0.02,0,0.03,,,
The Last Guy,2009,Action,Sony Computer Entertainment,0,0,0.03,0.03,77,6.9,SCE Japan Studio
Disney Sports Soccer,2002,Sports,Konami Digital Entertainment,0.02,0.01,0,0.03,68,,Konami
Kangokutou Mary Skelter,2016,Role-Playing,Compile Heart,0,0,0.03,0.03,,,
101-in-1 Sports Party Megamix,2010,Sports,Nordcurrent,0.02,0,0,0.03,41,,Nordcurrent
Akane Iro ni Somaru Saka Parallel,2008,Adventure,GN Software,0,0,0.03,0.03,,,
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,2011,Adventure,Alchemist,0,0,0.03,0.03,,,
Monster Hunter Frontier Online: Forward 1,2011,Role-Playing,Capcom,0,0,0.03,0.03,,,
SingStar Chartbreaker,2009,Misc,Sony Computer Entertainment,0,0.02,0,0.03,,,
Botanicula,2012,Adventure,Daedalic Entertainment,0,0.02,0,0.03,82,8.3,Amanita Design
D1 Professional Drift Grand Prix Series,2005,Racing,Yuke's,0.01,0.01,0,0.03,45,,Yuke's
Max Payne,2003,Shooter,Take-Two Interactive,0.02,0.01,0,0.03,78,7.8,Mobius Entertainment
Timeshock! Pro Pinball,1998,Misc,Empire Interactive,0.02,0.01,0,0.03,,,
Little Bears,2009,Simulation,RTL,0.03,0,0,0.03,,,B-Alive
Starry ? Sky: In Winter,2011,Misc,Asgard,0,0,0.03,0.03,,,
Rush Hour,1997,Misc,Psygnosis,0.02,0.01,0,0.03,,,
Pro Cast Sports Fishing,2003,Sports,Capcom,0.02,0.01,0,0.03,49,,Capcom
Gintama: Banji Oku Chuubu!,2007,Action,Namco Bandai Games,0,0,0.03,0.03,,,
Pro Evolution Soccer 2012,2011,Action,Konami Digital Entertainment,0.02,0,0,0.03,,,
Saka Agari Hurricane Portable,2011,Adventure,Alchemist,0,0,0.03,0.03,,,
Negima!? Dream Tactic Yumemiru Otome Princess,2007,Strategy,Konami Digital Entertainment,0,0,0.03,0.03,,,
Rugby League Live,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0.03,,,
Star Trek: Tactical Assault,2006,Strategy,Ubisoft,0.02,0,0,0.03,64,7.9,Quicksilver Software
Cossacks: European Wars,2001,Strategy,Strategy First,0,0.02,0,0.03,74,8.6,GSC Game World
Yuusha Shisu.,2016,Role-Playing,Nippon Ichi Software,0,0,0.03,0.03,,,
MX vs. ATV Supercross,2014,Racing,Nordic Games,0.02,0.01,0,0.03,58,3.5,Nordic Games Publishing
Dakar 2: The World's Ultimate Rally,2003,Racing,Acclaim Entertainment,0.02,0.01,0,0.03,,,
Sengoku Basara: Sanada Yukimura-Den,2016,Action,Capcom,0,0,0.03,0.03,,,
Kisuato,2015,Adventure,TGL,0,0,0.03,0.03,,,
NBA 2K7,2006,Sports,Take-Two Interactive,0.02,0.01,0,0.03,83,8.6,"Kush Games, Visual Concepts"
Auto Modellista,2003,Racing,Capcom,0.02,0.01,0,0.03,62,,Capcom
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",2011,Misc,Idea Factory,0,0,0.03,0.03,,,
1000 Cooking Recipes from ELLE à table,2010,Misc,Nintendo,0,0.02,0,0.03,,,
Greg Hastings' Tournament Paintball Max'd,2006,Shooter,Activision,0.02,0.01,0,0.03,,,"Machineworks Northwest, WXP"
Dave Mirra Freestyle BMX 3,2002,Sports,Acclaim Entertainment,0.02,0.01,0,0.03,78,,Full-Fat
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,2015,Simulation,FuRyu,0,0,0.03,0.03,,,
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,2009,Adventure,Creative Core,0,0,0.03,0.03,,,
XBLAZE Code: Embryo,2013,Adventure,Arc System Works,0.01,0,0.01,0.03,43,7.4,Arc System Works
Eco Creatures: Save The Forest,2007,Adventure,Rising Star Games,0.03,0,0,0.03,55,,Headlock
Frogger: Ancient Shadow,2005,Platform,Konami Digital Entertainment,0.02,0.01,0,0.03,47,,Hudson Soft
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,2011,Action,Namco Bandai Games,0,0,0.03,0.03,,,
Dragon Tamer: Sound Spirit,2007,Role-Playing,Namco Bandai Games,0,0,0.03,0.03,,,
Dream Girl Premier,2015,Misc,Alchemist,0,0,0.03,0.03,,,
Kiniro no Corda 2 f Encore,2009,Role-Playing,Tecmo Koei,0,0,0.03,0.03,,,
La Pucelle: Ragnarok,2009,Role-Playing,Nippon Ichi Software,0,0,0.03,0.03,,,
Darius II,1995,Shooter,Taito,0,0,0.03,0.03,,,
Bleach: Soul Carnival 2,2009,Fighting,Sony Computer Entertainment,0,0,0.03,0.03,,,
ParaParaParadise,2001,Misc,Konami Digital Entertainment,0,0,0.03,0.03,,,
Warhammer: Mark of Chaos,2006,Strategy,Deep Silver,0,0.02,0,0.03,73,7.4,Black Hole Games
Tiger & Bunny: On-Air Jack!,2012,Action,Namco Bandai Games,0,0,0.03,0.03,,,
Eureka Seven AO: Jungfrau no Hanabanatachi,2012,Action,Namco Bandai Games,0,0,0.03,0.03,,,
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,2007,Fighting,Banpresto,0,0,0.03,0.03,,,
Warship Gunner 2,2006,Simulation,Tecmo Koei,0.01,0.01,0,0.03,62,8.5,Micro Cabin
Putty Squad,2013,Platform,System 3,0.01,0.01,0,0.03,,8.2,System 3
Gotcha Force,2003,Shooter,Capcom,0.01,0,0.01,0.03,56,8.2,Capcom
Driver: Parallel Lines,2007,Racing,Ubisoft,0.01,0.01,0,0.03,59,6,Reflections Interactive
Battlefield Vietnam,2004,Shooter,Electronic Arts,0,0.02,0,0.03,84,7.5,Digital Illusions
Rugby League Live,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0.03,,,
Secret Files 2: Puritas Cordis,2009,Adventure,Deep Silver,0,0.02,0,0.03,70,,Deep Silver
The Perfect Golf,1995,Sports,Seta Corporation,0,0,0.03,0.03,,,
Wrestle Kingdom,2006,Fighting,Yuke's,0,0,0.03,0.03,,,
Demon Driver: Time to Burn Rubber!,2003,Racing,Ignition Entertainment,0.02,0.01,0,0.03,,,
Dead Rising 2,2016,Action,Capcom,0.01,0,0.01,0.03,82,6.6,Blue Castle Games
Mojo!,2003,Puzzle,DreamCatcher Interactive,0.02,0.01,0,0.03,,,
Age of Conan: Rise of the Godslayer,2010,Role-Playing,Funcom,0,0.02,0,0.03,83,8.4,Funcom
Infinite Stratos 2: Ignition Hearts,2014,Adventure,5pb,0,0,0.03,0.03,,,
Young Justice: Legacy,2013,Action,Namco Bandai Games,0,0.03,0,0.03,,,Freedom Factory Studios
Steins;Gate 0,2015,Adventure,5pb,0,0,0.03,0.03,,,
The Peanuts Movie: Snoopy's Grand Adventure,2015,Action,Activision,0,0.03,0,0.03,,8.8,"Activision, Behaviour Interactive"
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,2006,Adventure,Konami Digital Entertainment,0,0,0.03,0.03,,,
Totally Spies! Totally Party,2008,Misc,Ubisoft,0,0.02,0,0.03,,,
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,2013,Fighting,Arc System Works,0,0,0.03,0.03,,,
Buffy the Vampire Slayer: Chaos Bleeds,2003,Action,Vivendi Games,0.02,0.01,0,0.03,75,9,Eurocom Entertainment Software
Brothers Conflict: Passion Pink,2012,Action,Idea Factory,0,0,0.03,0.03,,,
Clannad,2008,Adventure,Prototype,0,0,0.03,0.03,,,
Kuryuu Youma Gakuenki Recharge,2006,Adventure,Atlus,0,0,0.03,0.03,,,
Jet Grind Radio,2003,Action,Sega,0.02,0.01,0,0.03,74,9.3,Vicarious Visions
Rugby Challenge 3,2016,Sports,Alternative Software,0,0.02,0,0.03,,,Wicked Witch Software
Prince of Persia (2008),2008,Action,Ubisoft,0,0.02,0,0.03,,,
My Frogger: Toy Trials,2006,Action,Konami Digital Entertainment,0.02,0,0,0.03,66,,Konami
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,2009,Action,Russel,0,0,0.03,0.03,,,
Max Payne 2: The Fall of Max Payne,2003,Shooter,Take-Two Interactive,0,0.02,0,0.03,86,9,Remedy Entertainment
Magicka,2011,Role-Playing,Paradox Interactive,0,0.02,0,0.03,74,7.6,Arrowhead Game Studios
Schlag den Raab,2010,Misc,Namco Bandai Games,0,0.02,0,0.03,,,
Baldur's Gate: Dark Alliance,2004,Role-Playing,"Destination Software, Inc",0.02,0.01,0,0.03,76,6.5,Magic Pockets
The Adventures of Lomax,1996,Platform,Psygnosis,0.01,0.01,0,0.03,,,
Under the Skin,2004,Action,Capcom,0.01,0.01,0,0.03,55,,Capcom
Emily Archer and the Curse of Tutankhamun,2011,Adventure,Mastertronic,0,0.02,0,0.03,,,Mastertronic
Kabu Trader Shun,2007,Action,Capcom,0,0,0.03,0.03,,,
Hermie Hopperhead: Scrap Panic,1995,Platform,Sony Computer Entertainment,0,0,0.02,0.03,,,
Poy Poy,1997,Action,Konami Digital Entertainment,0.01,0.01,0,0.03,,,
NHL 07,2006,Sports,Electronic Arts,0.02,0.01,0,0.03,75,7.7,EA Sports
MX vs. ATV Supercross Encore,2015,Sports,Nordic Games,0.02,0,0,0.03,45,,Rainbow Studios
AMNESIA World,2014,Adventure,Idea Factory,0,0,0.03,0.03,,,
DrumMania 7th Mix,2001,Simulation,Konami Digital Entertainment,0,0,0.03,0.03,,,
Runabout 3: Neo Age,2002,Racing,BAM! Entertainment,0,0,0.03,0.03,,,
The Technomancer,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0,0.03,68,7.4,Spiders
Resident Evil 5 HD,2016,Action,Capcom,0.02,0,0,0.03,,,
Aegis of Earth: Protonovus Assault,2016,Action,PQube,0.01,0.01,0,0.03,,8.3,Acquire
Teddy Together,2016,Simulation,Nintendo,0,0.02,0,0.03,,,Arika
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,2010,Adventure,Prototype,0,0,0.03,0.03,,,
Guild Wars: Nightfall,2006,Role-Playing,NCSoft,0,0.02,0,0.03,84,8.7,ArenaNet
NatGeo Challenge! Wild Life,2010,Misc,Black Bean Games,0,0.02,0,0.03,,,
Archer Maclean Presents: Pool Paradise,2004,Sports,Ignition Entertainment,0.02,0.01,0,0.03,,,
Sengoku Efuda Yuugi: Hototogisu Tairan,2010,Strategy,Irem Software Engineering,0,0,0.03,0.03,,,
Battlezone,2006,Shooter,Atari,0.02,0,0,0.03,57,,Paradigm Entertainment
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,2007,Sports,Marvelous Interactive,0,0,0.03,0.03,,,
Medal of Honor: Vanguard,2007,Shooter,Electronic Arts,0,0,0.03,0.03,63,6.1,Electronic Arts
Touch Shot! Love Application,2012,Adventure,Compile Heart,0,0,0.03,0.03,,,
Nanotek Warrior,1997,Shooter,Virgin Interactive,0.01,0.01,0,0.03,,,
Galileo,2008,Adventure,D3Publisher,0,0,0.03,0.03,,,
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,2015,Misc,Namco Bandai Games,0,0,0.03,0.03,,,
Cake Mania: Baker's Challenge,2008,Puzzle,Destineer,0.01,0.01,0,0.03,,,Sandlot Games
Super Monkey Ball Adventure,2006,Platform,Sega,0.01,0.01,0,0.03,53,6.7,TT Games
Captain Tsubasa J: The Way to World Youth,1995,Sports,Namco Bandai Games,0,0,0.03,0.03,,,
Madden NFL 07,2006,Sports,Electronic Arts,0.02,0.01,0,0.03,68,9.3,Exient Entertainment
One Piece: Daikaizoku Coliseum,2016,Fighting,Namco Bandai Games,0,0,0.03,0.03,,,
Renegade Racers,1999,Racing,Interplay,0.01,0.01,0,0.03,,,
The Legend of Korra (3DS),2014,Strategy,Activision,0.02,0,0,0.03,,,
MySims,2008,Simulation,Electronic Arts,0,0.02,0,0.03,70,6.4,EA Redwood Shores
The Sims 2: Bon Voyage,2007,Simulation,Electronic Arts,0.01,0.01,0,0.03,74,7.3,Maxis
AniMates!,2007,Simulation,Lexicon Entertainment,0.02,0,0,0.03,33,2.5,Dreamcatcher
Franklin the Turtle,2005,Misc,Game Factory,0.02,0.01,0,0.03,,,
Senran Kagura: Bon Appétit!,2014,Misc,Marvelous Entertainment,0,0,0.03,0.03,,,
Star Wars The Clone Wars: Republic Heroes,2009,Action,LucasArts,0,0.02,0,0.03,46,4.7,"LucasArts, Krome Studios"
The Peanuts Movie: Snoopy's Grand Adventure,2015,Action,Activision,0,0.02,0,0.03,59,6.6,"Activision, Behaviour Interactive"
My Ballet Studio,2009,Simulation,505 Games,0.02,0,0,0.03,,,505 Games
Backyard NFL Football,2007,Sports,Atari,0.02,0,0,0.03,,,
Aegis of Earth: Protonovus Assault,2016,Action,PQube,0.02,0,0,0.03,57,7.8,Acquire
Gauntlet / Rampart,2005,Misc,Zoo Digital Publishing,0.02,0.01,0,0.03,,,EC Interactive Games
Bully: Scholarship Edition,2008,Action,Take-Two Interactive,0,0.02,0,0.03,72,7.5,"Mad Doc Software, Rockstar Vancouver"
River King: Wonderful Journey,2005,Sports,505 Games,0.01,0.01,0,0.03,,,
Sengoku Otome: Legend Battle,2016,Action,Unknown,0,0,0.03,0.03,,,
RollerCoaster Tycoon 2: Triple Thrill Pack,2003,Strategy,Atari,0,0.02,0,0.03,,3.2,"Frontier Developments, Various"
Justice League Heroes: The Flash,2006,Action,Eidos Interactive,0.02,0.01,0,0.03,72,7.4,WayForward
Pop Cutie! Street Fashion Simulation (JP sales),2008,Simulation,Tecmo Koei,0,0,0.03,0.03,,,
Harvest Moon: Skytree Village,2016,Simulation,Natsume,0.02,0,0,0.03,,7.4,Natsume
Age of Empires III: Gold Edition,2007,Strategy,Microsoft Game Studios,0,0.02,0,0.03,,7.8,Ensemble Studios
Bae Yong-joon to Manabu Kankokugo DS,2009,Misc,D3Publisher,0,0,0.03,0.03,,,
World War II Combat: Road To Berlin,2006,Shooter,Groove Games,0.02,0.01,0,0.03,,1.2,Direct Action Games
Metal Saga,2005,Role-Playing,Success,0.01,0.01,0,0.03,62,7.3,Crea-Tech
Divinity II: Flames of Vengeance,2010,Role-Playing,DTP Entertainment,0,0.02,0,0.03,72,8.3,Larian Studios
CID The Dummy,2009,Platform,Oxygen Interactive,0.02,0,0,0.03,31,,Twelve Games
Battlefield 2142,2006,Shooter,Electronic Arts,0,0.02,0,0.03,80,6.8,EA DICE
Imagine: Sweet 16,2010,Simulation,Ubisoft,0.02,0,0,0.03,,,Longtail Studios
Last Escort 2: Shinya no Amai Toge,2008,Adventure,D3Publisher,0,0,0.03,0.03,,,
Pop'n Music 13 Carnival,2006,Simulation,Konami Digital Entertainment,0,0,0.03,0.03,,,
Air Conflicts: Secret Wars,2011,Simulation,bitComposer Games,0,0.02,0,0.03,65,6.4,Games Farm
Bookworm,2004,Puzzle,Unknown,0.02,0.01,0,0.03,62,,PopCap
Monster Mayhem: Build and Battle,2009,Simulation,Zushi Games,0.02,0,0,0.03,,,Brain Toys
Tokushu Houdoubu,2012,Adventure,Nippon Ichi Software,0,0,0.03,0.03,,,
My DoItAll,2009,Misc,Tomy Corporation,0.02,0,0,0.03,60,,Tomy Corporation
Shakugan no Shana,2006,Adventure,Media Works,0,0,0.03,0.03,,,
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,2008,Action,Spike,0,0,0.03,0.03,,,
Lost Planet 2,2010,Shooter,Capcom,0,0.02,0,0.03,63,6.3,Capcom
Kawasaki Snowmobiles,2008,Racing,Metro 3D,0.02,0,0,0.03,,2,Data Design Interactive
X3: Terran Conflict,2008,Simulation,Deep Silver,0,0.02,0,0.03,73,7.9,Egosoft
The King of Fighters: Maximum Impact - Maniax,N/A,Fighting,Unknown,0.02,0.01,0,0.03,,,
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,2011,Adventure,Idea Factory,0,0,0.03,0.03,,,
HotBrain,2007,Puzzle,Midway Games,0.02,0,0,0.03,,,
Hankou Shashin,1996,Adventure,Imagineer,0,0,0.03,0.03,,,
Little Busters! Converted Edition,2012,Action,Prototype,0,0,0.03,0.03,,,
Open Season,2006,Platform,Ubisoft,0.01,0.01,0,0.03,57,,Ubisoft
Pro Yakyuu Family Stadium,2008,Sports,Namco Bandai Games,0,0,0.03,0.03,,,
Marker Man Adventures,2009,Platform,Majesco Entertainment,0.02,0,0,0.03,,,Glyphic Entertainment
Monster Hunter Frontier Online: Forward 2,2011,Role-Playing,Capcom,0,0,0.03,0.03,,,
Agatha Christie's The ABC Murders,2016,Adventure,Microids,0.01,0.01,0,0.03,67,6.2,Microids
Moyashimon DS,2009,Action,Takara Tomy,0,0,0.03,0.03,,,
Ocean Commander,2009,Simulation,Valcon Games,0.02,0,0,0.03,,,Cyber Planet
Let's Play Ballerina,2010,Sports,Deep Silver,0.02,0,0,0.03,,,ZigZagIsland
Atari Flashback Classics: Volume 1,2016,Misc,Atari,0.02,0,0,0.03,,,"Atari, Atari SA"
A Ressha de Gyoukou 2001,2001,Simulation,ArtDink,0,0,0.03,0.03,,,
Starry ? Sky: In Autumn,2010,Misc,Asgard,0,0,0.03,0.03,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,2016,Misc,Namco Bandai Games,0,0,0.03,0.03,,,
Pitball,1996,Sports,Time Warner Interactive,0.01,0.01,0,0.03,,,
D.C. III: Da Capo III,2013,Adventure,Kadokawa Games,0,0,0.03,0.03,,,
Combat Wings: The Great Battles of WWII,N/A,Simulation,City Interactive,0.02,0,0,0.03,,,City Interactive
Judge Dredd: Dredd Vs Death,2003,Shooter,BAM! Entertainment,0.01,0.01,0,0.03,52,5.3,Rebellion
Ducati Moto,2008,Racing,Vir2L Studios,0.02,0,0,0.03,69,,4J Studios
Drome Racers,2003,Racing,THQ,0.02,0.01,0,0.03,73,,Mobius Entertainment
SWAT 4,2005,Shooter,Vivendi Games,0,0.02,0,0.03,85,8.6,Irrational Games
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,2012,Adventure,Idea Factory,0,0,0.03,0.03,,,
Heroes of Hellas 2: Olympia,2012,Puzzle,Unknown,0,0.02,0,0.03,,,
X-Men Origins: Wolverine - Uncaged Edition,2009,Action,Activision,0.02,0,0,0.03,,,
Battlefield 1942,2002,Shooter,Electronic Arts,0.01,0.01,0,0.03,89,8.6,Digital Illusions
Tenkaichi * Sengoku Lovers,2010,Adventure,Rocket Company,0,0,0.03,0.03,,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,2013,Misc,Paon Corporation,0,0,0.03,0.03,,,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,2007,Misc,Sega,0,0,0.03,0.03,,,
Bode Miller Alpine Skiing,2006,Sports,Valcon Games,0.01,0.01,0,0.03,,6.6,49Games
Magicka Collection,2011,Adventure,Unknown,0,0.02,0,0.03,,7.5,Paradox Interactive
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,2006,Role-Playing,Marvelous Interactive,0,0,0.02,0.03,,,
R-Type Delta,1998,Shooter,Irem Software Engineering,0.01,0.01,0,0.03,,,
Petz: Catz Playground,2010,Simulation,Ubisoft,0.02,0,0,0.03,,,Ubisoft
Senjou no Waltz,2014,Adventure,Idea Factory,0,0,0.03,0.03,,,
Angelique: Maren no Rokukishi,2011,Adventure,Idea Factory,0,0,0.03,0.03,,,
Secrets of the Titanic,2012,Action,Avanquest Software,0,0.02,0,0.03,,,
Captain Morgane and the Golden Turtle,2012,Adventure,Reef Entertainment,0,0.02,0,0.03,54,6.2,Wizarbox
Napoleon Dynamite: The Game,2007,Puzzle,Crave Entertainment,0.02,0,0,0.03,45,7.3,7 Studios
Soul Eater: Battle Resonance,2009,Action,Namco Bandai Games,0,0,0.03,0.03,,,
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,2008,Misc,D3Publisher,0,0,0.03,0.03,,,
The Great Battle Gaiden 2: Matsuri da Wasshoi,1994,Action,Banpresto,0,0,0.03,0.03,,,
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,2008,Simulation,Broccoli,0,0,0.03,0.03,,,
Rock 'N' Roll Adventures,2007,Platform,Popcorn Arcade,0.02,0,0,0.03,,,Data Design Interactive
War Gods,1996,Fighting,GT Interactive,0.01,0.01,0,0.03,,,
Monster Mayhem: Build and Battle,2009,Simulation,Zushi Games,0.02,0,0,0.03,,,Brain Toys
BlazBlue: Chrono Phantasma Extend,2015,Action,PQube,0,0.02,0,0.03,,6.8,Arc System Works
Legend of Kay Anniversary,2015,Action,Nordic Games,0,0.02,0,0.03,62,6.4,"Neon Studios, Kaiko"
Evangelion: Jo,2009,Action,Namco Bandai Games,0,0,0.03,0.03,,,
Duke Nukem 3D: 20th Anniversary World Tour,2016,Shooter,Gearbox Software,0.02,0,0,0.03,70,,Gearbox Software
 Beyblade Burst,2016,Role-Playing,FuRyu,0,0,0.03,0.03,,,
Dungeon Siege II,2005,Role-Playing,Microsoft Game Studios,0,0.02,0,0.03,80,7.9,Gas Powered Games
